rna0;XM_005088767.1
rna24549;XM_013088794.1
rna24550;XM_005109754.1
rna24551;XM_005109756.2
rna24552;XM_005109757.2
rna24553;XM_013088796.1
rna24554;XM_013088795.1
rna24555;XM_005109758.2
rna24556;XM_005109763.1
rna24557;XM_005109767.2
rna24558;XM_005109764.2
rna24559;XM_005109766.2
rna24560;XM_013088799.1
rna24561;XM_013088797.1
rna24562;XM_013088800.1
rna24563;XM_005109771.1
rna24564;XM_005109772.2
rna24565;XM_005109773.1
rna24566;XM_005109774.2
rna24568;XM_013088807.1
rna24569;XM_013088806.1
rna24570;XM_013088805.1
rna24571;XM_005109777.1
rna24572;XM_013088801.1
rna24573;XM_013088802.1
rna24574;XM_013088803.1
rna24575;XM_005109769.2
rna24576;XM_005109770.2
rna24577;XM_013088808.1
rna24578;XM_013088804.1
rna24579;XM_005109781.1
rna24580;XM_013088814.1
rna24581;XM_005109789.2
rna24582;XM_005109782.2
rna24583;XM_005109783.2
rna24584;XM_005109786.2
rna24585;XM_005109787.2
rna24586;XM_005109784.2
rna24587;XM_005109785.2
rna24588;XM_005109790.2
rna24589;XM_013088809.1
rna24590;XM_013088812.1
rna24591;XM_013088813.1
rna24592;XM_013088815.1
rna24593;XM_005109793.2
rna24594;XM_005109794.2
rna24595;XM_013088823.1
rna24596;XM_013088824.1
rna24597;XM_005109796.2
rna24598;XM_013088826.1
rna24599;XM_013088827.1
rna24600;XM_013088825.1
rna24602;XM_005109802.2
rna24603;XM_013088816.1
rna24604;XM_013088821.1
rna24605;XM_013088820.1
rna24606;XM_013088818.1
rna24607;XM_013088819.1
rna24608;XM_013088817.1
rna24609;XM_013088831.1
rna24610;XM_005109804.2
rna24611;XM_005109806.2
rna24612;XM_005109805.2
rna24613;XM_013088830.1
rna24615;XM_013088828.1
rna24616;XM_005109807.2
rna24617;XM_013088833.1
rna24618;XM_013088834.1
rna24619;XM_005109808.2
rna24620;XM_005109812.2
rna24621;XM_013088835.1
rna24622;XM_013088836.1
rna24623;XM_005109813.2
rna24624;XM_013088829.1
rna24625;XM_005109814.2
rna24626;XM_013088832.1
rna24627;XM_013088837.1
rna24628;XM_013088838.1
rna24629;XM_005109828.2
rna24630;XM_005109819.2
rna24631;XM_013088842.1
rna24632;XM_013088843.1
rna24633;XM_005109820.2
rna24634;XM_013088846.1
rna24635;XM_005109822.2
rna24636;XM_005109821.2
rna24637;XM_005109823.2
rna24638;XM_013088845.1
rna24639;XM_005109824.1
rna24640;XM_005109825.2
rna24641;XM_013088839.1
rna24642;XM_013088841.1
rna24643;XM_005109829.1
rna24645;XM_005109830.2
rna24646;XM_005109832.2
rna24647;XM_005109833.2
rna24648;XM_005109834.2
rna24650;XM_005109835.2
rna24651;XM_005109836.2
rna24652;XM_013088847.1
rna24653;XM_005109837.2
rna24654;XM_005109838.2
rna24655;XM_005109839.2
rna24656;XM_013088849.1
rna24657;XM_005109841.2
rna24658;XM_013088854.1
rna24659;XM_005109843.2
rna24662;XM_013088850.1
rna24663;XM_005109844.2
rna24664;XM_005109851.2
rna24665;XM_005109846.2
rna24666;XM_005109845.2
rna24667;XM_013088851.1
rna24668;XM_013088853.1
rna24669;XM_013088858.1
rna24670;XM_013088859.1
rna24671;XM_013088855.1
rna24672;XM_013088856.1
rna24673;XM_013088861.1
rna24674;XM_013088868.1
rna24675;XM_013088860.1
rna24676;XM_013088870.1
rna24677;XM_013088869.1
rna24678;XM_005109862.2
rna24679;XM_005109863.1
rna24680;XM_013088864.1
rna24681;XM_013088866.1
rna24682;XM_013088865.1
rna24683;XM_013088863.1
rna24684;XM_005109867.2
rna24685;XM_013088862.1
rna24686;XM_013088871.1
rna24687;XM_013088874.1
rna24688;XM_005109868.2
rna24689;XM_005109869.2
rna24690;XM_013088872.1
rna24691;XM_013088882.1
rna24692;XM_005109874.1
rna24693;XM_013088880.1
rna24694;XM_013088881.1
rna24695;XM_013088878.1
rna24696;XM_013088877.1
rna24697;XM_013088879.1
rna24698;XM_013088875.1
rna24699;XM_013088873.1
rna24700;XM_005109884.2
rna24701;XM_005109877.2
rna24702;XM_005109885.2
rna24703;XM_005109878.2
rna24704;XM_005109879.2
rna24705;XM_013088883.1
rna24706;XM_005109880.2
rna24707;XM_013088884.1
rna24708;XM_005109881.2
rna24709;XM_005109883.2
rna24710;XM_005109889.2
rna24711;XM_005109893.2
rna24712;XM_013088888.1
rna24713;XM_005109896.2
rna24714;XM_005109891.2
rna24715;XM_005109897.2
rna24716;XM_005109898.1
rna24717;XM_005109892.2
rna24718;XM_013088887.1
rna24719;NM_001204554.1
rna24720;XM_013088893.1
rna24721;XM_013088889.1
rna24722;XM_013088890.1
rna24723;XM_005109903.2
rna24725;XM_005109905.1
rna24726;XM_013088901.1
rna24727;XM_013088894.1
rna24728;XM_013088895.1
rna24729;XM_005109906.2
rna24730;XM_005109907.2
rna24731;XM_013088896.1
rna24732;NM_001204640.1
rna24733;XM_005109908.2
rna24734;XM_013088898.1
rna24735;XM_005109912.2
rna24736;XM_013088899.1
rna24737;XM_005109909.2
rna24738;XM_013088900.1
rna24739;XM_005109916.2
rna24740;XM_013088903.1
rna24741;XM_005109914.2
rna24743;XM_005109915.2
rna24744;XM_013088902.1
rna24745;XM_013088906.1
rna24746;XM_005109918.2
rna24747;XM_013088904.1
rna24748;XM_013088905.1
rna24752;XM_013088907.1
rna24753;XM_005109921.2
rna24754;XM_013088908.1
rna24755;XM_005109925.2
rna24756;XM_005109924.2
rna24757;XM_005109923.2
rna24758;XM_013088909.1
rna24760;XM_005109930.2
rna24761;XM_005109931.2
rna24762;XM_005109936.2
rna24763;XM_005109932.1
rna24764;XM_005109933.2
rna24765;XM_005109937.2
rna24766;XM_005109938.2
rna24767;XM_005109939.2
rna24768;XM_005109940.2
rna24769;XM_005109941.2
rna24770;XM_005109942.2
rna24771;XM_005109946.2
rna24772;XM_005109944.2
rna24773;XM_005109943.2
rna24774;XM_005109947.2
rna24775;XM_005109949.1
rna24776;XM_005109954.2
rna24777;XM_013088915.1
rna24778;XM_013088912.1
rna24779;XM_013088911.1
rna24780;XM_005109951.2
rna24781;XM_005109952.2
rna24782;XM_013088913.1
rna24783;XM_013088914.1
rna24785;XM_005109956.2
rna24786;XM_005109957.2
rna24787;XM_005109958.2
rna24788;XM_005109959.1
rna24790;XM_013088910.1
rna24791;XM_013088922.1
rna24792;XM_005109960.2
rna24793;XM_013088917.1
rna24794;XM_005109961.2
rna24795;XM_005109962.2
rna24796;XM_005109963.2
rna24797;XM_013088918.1
rna24798;XM_005109964.2
rna24799;XM_013088920.1
rna24800;XM_005109965.2
rna24801;XM_005109966.2
rna24802;XM_005109967.2
rna24803;XM_005109980.2
rna24804;XM_005109973.2
rna24805;XM_013088925.1
rna24806;XM_013088927.1
rna24807;XM_013088928.1
rna24808;NM_001204729.1
rna24809;XM_013088923.1
rna24810;XM_013088924.1
rna24811;XM_005109985.2
rna24812;XM_013088931.1
rna24813;XM_013088929.1
rna24814;XM_013088930.1
rna24815;XM_013088932.1
rna24816;XM_005109984.2
rna24817;XM_005109991.2
rna24818;XM_013088933.1
rna24819;XM_013088936.1
rna24820;XM_005109992.2
rna24821;XM_005109994.2
rna24822;XM_013088934.1
rna24823;XM_005109995.2
rna24824;XM_013088935.1
rna24825;XM_005110003.2
rna24826;XM_005109996.2
rna24827;XM_005109997.2
rna24828;XM_005109998.2
rna24829;XM_005109999.2
rna24830;XM_013088937.1
rna24831;XM_005110004.2
rna24832;XM_013088938.1
rna24833;XM_013088939.1
rna24834;XM_005110007.2
rna24835;XM_005110008.2
rna24836;XM_013088944.1
rna24837;XM_013088940.1
rna24838;XM_005110009.2
rna24839;XM_013088942.1
rna24840;XM_005110011.2
rna24841;XM_013088941.1
rna24842;XM_005110012.2
rna24843;XM_013088945.1
rna24844;XM_005110013.2
rna24845;XM_013088946.1
rna24846;XM_005110014.2
rna24847;XM_005110016.2
rna24848;XM_013088950.1
rna24849;XM_013088949.1
rna24854;XM_005110018.2
rna24856;XM_013088951.1
rna24857;XM_013088948.1
rna24858;XM_005110020.2
rna24859;XM_013088947.1
rna24860;XM_005110025.2
rna24861;XM_005110031.2
rna24862;XM_005110030.2
rna24863;XM_005110032.2
rna24864;XM_013088954.1
rna24865;XM_005110027.2
rna24866;XM_005110026.2
rna24867;XM_013088953.1
rna24868;XM_005110034.2
rna24869;XM_013088952.1
rna24870;XM_005110035.2
rna24871;XM_013088961.1
rna24872;XM_013088956.1
rna24874;XM_013088966.1
rna24875;XM_013088957.1
rna24876;XM_005110036.2
rna24877;XM_005110037.2
rna24878;XM_013088964.1
rna24879;XM_013088963.1
rna24880;XM_005110040.2
rna24881;XM_005110038.2
rna24883;XM_005110041.2
rna24884;XM_005110039.2
rna24885;XM_013088958.1
rna24886;XM_013088959.1
rna24887;XM_013088960.1
rna24888;XM_005110042.2
rna24889;XM_013088965.1
rna24890;XM_013088967.1
rna24891;NM_001204738.1
rna24892;XM_013088969.1
rna24893;XM_013088972.1
rna24894;XM_013088968.1
rna24895;XM_013088971.1
rna24896;XM_005110047.2
rna24897;XM_005110051.2
rna24898;XM_005110058.2
rna24899;XM_005110053.2
rna24900;XM_005110052.2
rna24901;XM_005110054.2
rna24902;XM_005110055.2
rna24903;XM_013088974.1
rna24904;XM_013088975.1
rna24905;XM_005110056.2
rna24906;XM_013088973.1
rna24907;XM_013088978.1
rna24908;XM_005110057.1
rna24909;XM_005110061.1
rna24910;XM_013088977.1
rna24911;XM_005110064.2
rna24912;XM_013088979.1
rna24913;XM_005110063.2
rna24914;XM_013088981.1
rna24915;XM_013088980.1
rna24916;XM_005110066.2
rna24917;XM_005110067.2
rna24918;XM_005110068.2
rna24919;XM_005110069.2
rna24920;XM_005110072.2
rna24921;XM_005110071.2
rna24922;XM_005110070.2
rna24923;XM_005110074.2
rna24924;XM_005110075.2
rna24925;XM_005110076.2
rna24926;XM_005110083.1
rna24927;XM_005110084.2
rna24928;XM_013088982.1
rna24929;XM_005110086.1
rna24930;XM_005110087.2
rna24931;XM_005110081.2
rna24932;XM_005110080.2
rna24933;XM_013088986.1
rna24934;XM_005110094.2
rna24935;XM_005110088.2
rna24936;XM_005110089.2
rna24937;XM_005110090.2
rna24938;XM_013088985.1
rna24939;XM_005110091.2
rna24940;XM_005110092.2
rna24941;XM_013088983.1
rna24942;XM_013088990.1
rna24943;XM_013088989.1
rna24944;XM_005110097.1
rna24945;XM_005110096.1
rna24946;XM_005110098.1
rna24947;XM_005110099.2
rna24948;XM_013088987.1
rna24951;XM_005110100.2
rna24952;XM_005110105.2
rna24954;XM_013088992.1
rna24955;XM_013088993.1
rna24956;XM_013088991.1
rna24957;XM_013088994.1
rna24958;XM_005110101.2
rna24959;XM_005110102.2
rna24960;XM_013088988.1
rna24961;XM_013088995.1
rna24962;XM_013088996.1
rna24963;XM_013088997.1
rna24964;XM_013088998.1
rna24966;XM_005110111.1
rna24967;XM_005110113.2
rna24968;XM_005110112.2
rna24969;XM_013089000.1
rna24970;XM_013089001.1
rna24971;XM_005110115.2
rna24973;XM_005110119.2
rna24974;XM_005110118.2
rna24975;XM_005110117.2
rna24976;XM_005110116.2
rna24977;XM_013089005.1
rna24978;XM_005110122.2
rna24979;XM_005110121.2
rna24980;XM_005110126.2
rna24981;XM_005110124.2
rna24982;XM_013089004.1
rna24983;XM_013089002.1
rna24984;XM_013089003.1
rna24985;XM_013089007.1
rna24986;XM_005110131.2
rna24987;XM_005110130.2
rna24988;XM_005110129.2
rna24989;XM_013089006.1
rna24990;XM_013089008.1
rna24991;XM_005110132.2
rna24993;XM_013089011.1
rna24994;XM_005110133.2
rna24995;XM_005110137.2
rna24996;XM_005110138.2
rna24997;XM_005110136.2
rna24998;XM_005110135.2
rna24999;XM_005110139.2
rna25000;XM_005110142.2
rna25001;XM_013089010.1
rna25002;XM_013089009.1
rna25003;XM_005110147.2
rna25004;XM_013089012.1
rna25005;XM_005110148.2
rna25006;XM_013089013.1
rna25007;XM_013089014.1
rna25008;XM_005110149.2
rna25009;XM_005110150.2
rna25010;XM_013089020.1
rna25012;NM_001204686.1
rna25013;XM_013089019.1
rna25014;XM_013089018.1
rna25015;XM_013089015.1
rna25016;XM_013089016.1
rna25017;XM_013089022.1
rna25018;XM_005110158.2
rna25019;XM_013089023.1
rna25020;XM_013089024.1
rna25021;XM_013089025.1
rna25022;XM_005110160.2
rna25023;XM_013089021.1
rna25025;XM_013089027.1
rna25026;XM_005110164.2
rna25027;XM_013089026.1
rna25028;XM_005110166.2
rna25029;XM_005110167.2
rna25030;XM_005110168.2
rna25031;XM_005110174.2
rna25032;XM_013089028.1
rna25033;XM_005110171.2
rna25034;XM_005110172.2
rna25035;XM_013089031.1
rna25036;XM_005110173.2
rna25037;XM_013089030.1
rna25039;XM_013089032.1
rna25040;XM_005110182.2
rna25041;XM_013089033.1
rna25042;XM_013089037.1
rna25043;XM_005110184.2
rna25044;XM_013089035.1
rna25045;XM_013089036.1
rna25046;XM_005110187.1
rna25047;XM_005110179.2
rna25048;XM_005110188.2
rna25049;XM_005110180.2
rna25050;XM_005110189.2
rna25051;XM_005110190.2
rna25052;XM_013089039.1
rna25053;XM_013089041.1
rna25054;XM_013089040.1
rna25055;XM_005110193.2
rna25057;XM_005110209.1
rna25058;XM_005110194.2
rna25059;XM_005110195.2
rna25060;XM_013089042.1
rna25061;XM_013089047.1
rna25062;XM_005110196.2
rna25063;XM_005110197.2
rna25064;XM_005110199.2
rna25065;XM_005110198.2
rna25066;XM_013089046.1
rna25067;XM_013089045.1
rna25068;XM_013089043.1
rna25069;XM_013089044.1
rna25070;XM_005110203.2
rna25071;XM_005110206.2
rna25072;XM_013089048.1
rna25073;XM_013089049.1
rna25074;XM_005110211.2
rna25075;XM_013089051.1
rna25076;XM_005110212.2
rna25077;XM_013089052.1
rna25079;XM_013089050.1
rna25080;XM_005110214.2
rna25081;XM_005110219.2
rna25082;XM_005110226.2
rna25083;XM_013089053.1
rna25084;XM_005110220.2
rna25085;XM_005110227.2
rna25086;XM_013089054.1
rna25087;XM_013089055.1
rna25088;XM_005110229.2
rna25089;XM_005110228.2
rna25090;XM_005110230.2
rna25091;XM_013089056.1
rna25092;XM_005110241.2
rna25093;XM_005110232.2
rna25094;XM_005110242.2
rna25095;XM_013089061.1
rna25096;XM_005110233.2
rna25097;XM_013089062.1
rna25098;XM_013089057.1
rna25099;XM_013089058.1
rna25100;XM_013089063.1
rna25101;XM_013089060.1
rna25102;XM_013089059.1
rna25103;XM_005110237.2
rna25104;XM_005110234.2
rna25105;XM_005110236.2
rna25106;XM_005110235.2
rna25107;XM_005110238.2
rna25108;XM_013089064.1
rna25109;XM_013089077.1
rna25110;XM_013089078.1
rna25111;XM_013089076.1
rna25112;XM_013089075.1
rna25113;XM_005110247.2
rna25114;XM_013089074.1
rna25115;XM_013089065.1
rna25116;XM_013089066.1
rna25117;XM_013089072.1
rna25118;XM_013089073.1
rna25119;XM_013089070.1
rna25120;XM_005110250.2
rna25121;XM_005110251.2
rna25122;XM_013089069.1
rna25123;XM_013089067.1
rna25124;XM_013089068.1
rna25125;XM_005110269.1
rna25126;XM_013089080.1
rna25127;XM_013089082.1
rna25128;XM_005110258.2
rna25129;XM_005110259.2
rna25130;XM_005110260.2
rna25131;XM_005110262.2
rna25132;XM_005110263.2
rna25133;XM_005110264.1
rna25134;XM_005110265.2
rna25135;XM_005110266.2
rna25136;XM_005110268.2
rna25137;XM_005110272.2
rna25138;XM_005110273.1
rna25139;XM_013089084.1
rna25140;XM_005110275.1
rna25141;XM_013089083.1
rna25142;XM_005110271.2
rna25143;XM_013089090.1
rna25144;XM_005110278.2
rna25145;XM_005110280.2
rna25146;XM_005110281.2
rna25147;XM_005110284.2
rna25148;XM_005110282.2
rna25149;XM_013089086.1
rna25150;XM_013089091.1
rna25151;XM_005110283.2
rna25152;XM_005110288.2
rna25153;XM_013089085.1
rna25154;XM_013089092.1
rna25155;XM_013089087.1
rna25156;XM_013089089.1
rna25157;XM_005110297.2
rna25158;XM_005110298.2
rna25159;XM_005110292.2
rna25160;XM_013089094.1
rna25161;XM_013089093.1
rna25162;XM_005110300.2
rna25163;XM_005110294.2
rna25165;XM_005110301.2
rna25166;XM_013089095.1
rna25167;XM_005110295.2
rna25168;XM_013089096.1
rna25169;XM_005110296.2
rna25170;XM_005110302.2
rna25171;XM_005110303.2
rna25172;XM_005110304.2
rna25173;NM_001204628.1
rna25174;XM_005110306.2
rna25175;XM_013089098.1
rna25176;XM_005110307.2
rna25177;XM_013089097.1
rna25178;XM_005110310.2
rna25179;XM_005110313.1
rna25180;XM_005110319.1
rna25181;XM_013089102.1
rna25182;XM_005110314.2
rna25183;XM_005110320.2
rna25184;XM_013089099.1
rna25185;XM_005110317.2
rna25186;XM_013089100.1
rna25187;XM_013089101.1
rna25188;XM_013089107.1
rna25189;XM_005110322.2
rna25190;XM_005110323.2
rna25191;XM_013089105.1
rna25192;XM_013089103.1
rna25193;XM_005110324.2
rna25194;XM_005110325.2
rna25195;XM_013089106.1
rna25196;XM_005110332.2
rna25197;XM_013089112.1
rna25198;XM_013089108.1
rna25199;XM_013089111.1
rna25200;XM_013089109.1
rna25201;XM_013089116.1
rna25202;XM_005110334.2
rna25203;XM_013089115.1
rna25204;XM_013089114.1
rna25205;XM_013089117.1
rna25206;XM_013089113.1
rna25207;XM_013089118.1
rna25208;XM_013089119.1
rna25209;XM_005110339.2
rna25210;XM_013089121.1
rna25211;XM_005110340.2
rna25212;XM_013089125.1
rna25213;XM_013089122.1
rna25214;XM_005110344.2
rna25215;XM_013089126.1
rna25216;XM_005110345.2
rna25217;XM_005110347.2
rna25218;XM_005110346.2
rna25219;XM_005110348.2
rna25220;XM_013089123.1
rna25221;XM_005110349.2
rna25222;XM_013089127.1
rna25227;XM_013089133.1
rna25229;XM_013089132.1
rna25230;XM_013089129.1
rna25231;XM_005110357.1
rna25232;XM_013089131.1
rna25233;XM_005110353.2
rna25234;XM_013089137.1
rna25235;XM_013089134.1
rna25236;XM_013089136.1
rna25237;XM_013089130.1
rna25238;XM_005110359.2
rna25239;XM_013089141.1
rna25240;XM_005110362.2
rna25241;XM_005110361.2
rna25242;XM_005110360.2
rna25243;XM_013089139.1
rna25244;XM_013089140.1
rna25245;XM_013089138.1
rna25246;XM_013089142.1
rna25247;XM_013089143.1
rna25248;XM_005110366.2
rna25249;XM_005110365.2
rna25250;XM_005110367.2
rna25251;XM_013089144.1
rna25252;XM_013089146.1
rna25253;XM_005110371.2
rna25254;XM_005110370.2
rna25255;XM_013089147.1
rna25256;XM_005110373.2
rna25257;XM_005110374.2
rna25258;XM_005110375.2
rna25259;XM_013089149.1
rna25260;XM_013089148.1
rna25261;XM_013089153.1
rna25262;XM_005110378.2
rna25263;XM_005110379.2
rna25264;XM_013089151.1
rna25265;XM_013089152.1
rna25266;XM_013089150.1
rna25267;NM_001204736.1
rna25268;XM_005110380.2
rna25269;XM_005110381.1
rna25271;XM_013089154.1
rna25272;XM_013089155.1
rna25273;XM_013089156.1
rna25274;XM_005110385.2
rna25276;XM_013089162.1
rna25277;XM_005110387.2
rna25278;XM_005110386.2
rna25279;XM_013089160.1
rna25280;XM_013089159.1
rna25281;XM_013089158.1
rna25282;XM_013089161.1
rna25283;XM_005110390.2
rna25284;XM_005110389.2
rna25285;XM_013089163.1
rna25286;XM_005110395.2
rna25287;XM_013089166.1
rna25288;XM_005110394.2
rna25289;XM_005110393.1
rna25290;XM_005110392.2
rna25291;XM_013089165.1
rna25292;XM_013089164.1
rna25293;XM_013089167.1
rna25294;XM_013089157.1
rna25295;XM_013089170.1
rna25296;XM_013089169.1
rna25297;XM_013089171.1
rna25298;XM_005110405.2
rna25299;XM_005110406.2
rna25300;XM_013089175.1
rna25301;XM_013089174.1
rna25302;XM_013089173.1
rna25303;XM_013089172.1
rna25304;XM_005110416.2
rna25305;XM_005110415.2
rna25306;XM_005110414.2
rna25307;XM_005110417.2
rna25308;XM_013089179.1
rna25309;XM_013089176.1
rna25310;XM_013089177.1
rna25311;XM_005110419.2
rna25312;XM_013089178.1
rna25313;XM_013089180.1
rna25314;XM_005110420.2
rna25315;XM_005110421.2
rna25316;XM_005110425.2
rna25317;XM_005110426.1
rna25318;XM_013089182.1
rna25319;XM_005110422.2
rna25320;XM_005110431.2
rna25321;XM_005110432.1
rna25322;XM_005110428.2
rna25323;XM_013089184.1
rna25324;XM_013089185.1
rna25325;XM_005110430.2
rna25326;XM_005110434.1
rna25327;XM_013089186.1
rna25328;XM_005110435.2
rna25329;XM_005110437.1
rna25331;XM_005110438.2
rna25332;XM_005110441.2
rna25333;XM_013089187.1
rna25334;XM_013089189.1
rna25335;XM_013089188.1
rna25336;XM_005110443.2
rna25337;XM_005110453.2
rna25338;XM_005110454.2
rna25339;XM_013089190.1
rna25340;XM_013089193.1
rna25341;XM_013089192.1
rna25342;XM_005110448.2
rna25343;XM_005110449.2
rna25344;XM_005110450.2
rna25345;XM_005110451.2
rna25346;XM_013089194.1
rna25347;XM_005110452.2
rna25350;XM_013089196.1
rna25351;XM_013089197.1
rna25352;XM_005110457.2
rna25353;XM_005110458.2
rna25354;XM_005110459.2
rna25355;XM_013089198.1
rna25356;XM_005110461.2
rna25357;XM_005110460.1
rna25358;XM_013089200.1
rna25359;XM_013089199.1
rna25360;XM_013089201.1
rna25361;NM_001204734.1
rna25362;XM_013089195.1
rna25363;XM_013089202.1
rna25364;XM_013089204.1
rna25365;XM_005110466.2
rna25366;XM_013089209.1
rna25367;XM_013089205.1
rna25368;XM_013089206.1
rna25369;XM_005110467.2
rna25370;XM_013089207.1
rna25371;NM_001204549.1
rna25372;XM_013089210.1
rna25377;XM_005110474.2
rna25378;XM_005110473.2
rna25379;XM_013089212.1
rna25380;XM_005110476.1
rna25381;XM_013089211.1
rna25382;XM_005110477.2
rna25383;XM_005110479.2
rna25384;XM_013089213.1
rna25385;XM_005110480.2
rna25386;XM_005110484.2
rna25387;XM_013089215.1
rna25388;XM_013089216.1
rna25389;XM_005110481.2
rna25390;XM_005110482.2
rna25391;XM_013089214.1
rna25392;XM_013089220.1
rna25393;XM_013089217.1
rna25394;XM_005110489.1
rna25395;XM_005110486.2
rna25396;XM_005110487.2
rna25397;XM_005110491.2
rna25398;XM_013089219.1
rna25399;XM_013089218.1
rna25400;XM_013089226.1
rna25401;XM_013089225.1
rna25402;XM_005110495.2
rna25403;XM_005110497.2
rna25404;XM_013089224.1
rna25405;XM_005110496.2
rna25406;XM_013089223.1
rna25407;XM_005110498.2
rna25408;XM_005110494.2
rna25409;XM_013089221.1
rna25410;XM_005110500.1
rna25411;XM_005110499.1
rna25412;XM_005110502.1
rna25420;XM_013089227.1
rna25421;XM_005110504.2
rna25422;XM_005110505.2
rna25423;XM_013089232.1
rna25424;XM_013089233.1
rna25425;XM_005110510.1
rna25426;XM_005110511.1
rna25427;XM_005110507.2
rna25428;XM_005110508.2
rna25429;XM_013089228.1
rna25430;XM_013089229.1
rna25431;XM_013089231.1
rna25432;XM_013089230.1
rna25433;XM_005110518.2
rna25434;XM_005110517.2
rna25435;XM_005110516.2
rna25436;XM_005110515.2
rna25437;XM_005110521.1
rna25438;XM_005110522.2
rna25439;XM_005110520.2
rna25441;XM_013089235.1
rna25442;XM_013089236.1
rna25443;XM_005110524.2
rna25444;XM_005110525.1
rna25445;XM_013089238.1
rna25446;XM_013089237.1
rna25447;XM_005110527.2
rna25448;XM_005110529.2
rna25449;XM_005110530.2
rna25450;XM_005110531.2
rna25452;XM_013089241.1
rna25453;XM_013089242.1
rna25454;XM_013089239.1
rna25455;XM_005110532.1
rna25456;XM_005110535.2
rna25457;XM_005110533.2
rna25458;XM_005110538.2
rna25459;XM_005110539.2
rna25460;XM_013089245.1
rna25461;XM_013089246.1
rna25462;XM_005110537.2
rna25463;XM_005110536.2
rna25464;XM_013089248.1
rna25465;XM_013089244.1
rna25466;XM_013089247.1
rna25467;XM_013089243.1
rna25468;XM_005110545.1
rna25469;XM_005110546.1
rna25470;XM_005110542.2
rna25471;XM_005110543.2
rna25472;XM_005110549.1
rna25473;XM_005110557.2
rna25474;XM_005110550.2
rna25475;XM_005110552.2
rna25476;XM_005110559.1
rna25477;XM_013089250.1
rna25478;XM_013089251.1
rna25479;XM_013089249.1
rna25480;XM_005110554.2
rna25481;XM_005110553.1
